,round,MSE,MAE,MAPE (%),RMSE,runtime_sec,status,strategy,strategy_label
293,94,0.0012055757739771837,0.020034741874787855,10.062512079477559,0.034721402246700575,1.7430321000028925,ok,fill_mean,Fill with column mean
294,95,0.0009400313470480682,0.01502932072758957,8.043578881432776,0.030659930643236428,2.1414295000031416,ok,fill_mean,Fill with column mean
295,96,0.0008599067583857517,0.013227976111738088,7.462363685892097,0.029324166797809477,1.5759028000029502,ok,fill_mean,Fill with column mean
296,97,0.0009777235068577034,0.015916411005977845,7.48265208852669,0.031268570591853145,1.4788439000003564,ok,fill_mean,Fill with column mean
297,98,0.0011424347812069818,0.01968989566072998,8.75953147558532,0.033799922798831684,1.7906489999986661,ok,fill_mean,Fill with column mean
298,99,0.001055019432670748,0.017914883702819857,8.106556608449315,0.03248106267767032,1.4820459000002302,ok,fill_mean,Fill with column mean
299,100,0.0008892830874531693,0.014007996653953053,9.747487754595136,0.029820849878116642,1.5275868999997329,ok,fill_mean,Fill with column mean
100,1,0.0010333424928730933,0.01750657064201082,15.378434765751708,0.03214564500633162,1.5983926000008069,ok,fill_zero,Fill with zero
101,2,0.0005649954881317233,0.005816121154614756,7.066151010838154,0.023769633739957444,1.808777199999895,ok,fill_zero,Fill with zero
102,3,0.0006209064179144789,0.006478359401598048,5.779494921312323,0.024917993858143535,2.0744166999993467,ok,fill_zero,Fill with zero
103,4,0.0006784177187410717,0.007118715433103766,4.672444993393234,0.02604645309329222,1.5781000000006316,ok,fill_zero,Fill with zero
104,5,0.0006227567874689017,0.010210308794138687,9.297333473939831,0.024955095420953647,1.9225569999998697,ok,fill_zero,Fill with zero
105,6,0.0006476174600947402,0.006981876194095864,5.059792355497909,0.025448329220102844,1.9139818000003288,ok,fill_zero,Fill with zero
106,7,0.0006171933588361951,0.007919373695010718,6.536708830233573,0.02484337655867646,1.4794186999988597,ok,fill_zero,Fill with zero
107,8,0.0005941349591098823,0.0074316865786324795,6.843637430016816,0.024374883776335884,1.507101799999873,ok,fill_zero,Fill with zero
108,9,0.0006327616529933466,0.006480663495941972,4.732323209736222,0.025154754083340718,1.6860364000003756,ok,fill_zero,Fill with zero
109,10,0.0006388494529971608,0.007721545533033502,7.553929032861112,0.02527547137042474,1.5508817000009003,ok,fill_zero,Fill with zero
110,11,0.0005934375437618361,0.0068619023357768556,5.9278879721125906,0.024360573551577887,1.5805706000010105,ok,fill_zero,Fill with zero
111,12,0.0006222833035332998,0.006059075258988816,5.663817973425211,0.02494560689847613,1.7262145999993663,ok,fill_zero,Fill with zero
112,13,0.0006671520655436218,0.008021209519658285,5.9149982649994435,0.025829286973194244,2.23191339999903,ok,fill_zero,Fill with zero
113,14,0.0007129314589242,0.008478876425606135,5.955496640381737,0.026700776373060765,1.7595207999984268,ok,fill_zero,Fill with zero
114,15,0.000692438690877784,0.008990298618174169,6.540393818053415,0.026314229817301967,2.0470882000008714,ok,fill_zero,Fill with zero
115,16,0.0007786876759791472,0.010580013511432722,5.893742867260275,0.027904975828320425,1.9672730999991472,ok,fill_zero,Fill with zero
116,17,0.0007182593548730575,0.011627911166374919,7.269455750255426,0.026800361095945285,1.6672615999996196,ok,fill_zero,Fill with zero
117,18,0.0007393272823599024,0.01082806987463406,7.057083208488294,0.027190573409913633,1.8802684000002046,ok,fill_zero,Fill with zero
118,19,0.0005851924563994716,0.007266432156525404,8.294344059776705,0.024190751464133388,1.9124568000006548,ok,fill_zero,Fill with zero
119,20,0.0006454784271996154,0.008017633986127688,7.592773904691888,0.025406267478707206,1.526985099999365,ok,fill_zero,Fill with zero
120,21,0.0006416895726711565,0.00950076411477901,9.562840260938074,0.025331592383250532,1.9092488000005687,ok,fill_zero,Fill with zero
121,22,0.0007681266086208762,0.010693750036388177,8.875293818777724,0.02771509712450736,2.253202699999747,ok,fill_zero,Fill with zero
122,23,0.0007747382014372419,0.011026941090006502,8.342309808631827,0.027834119375996825,1.768027500000244,ok,fill_zero,Fill with zero
123,24,0.0006982784204626518,0.008911793218044963,8.8223308453153,0.026424958286866827,1.5542089000009582,ok,fill_zero,Fill with zero
124,25,0.0006523685383798567,0.007145698798776139,6.913926817364295,0.025541506188552325,1.4969385000003967,ok,fill_zero,Fill with zero
125,26,0.0007407367812814783,0.009874604522133793,8.416503681317161,0.027216479957582286,1.5925640999994357,ok,fill_zero,Fill with zero
126,27,0.0007185262713299605,0.009638348849538389,9.871303393769288,0.02680534035094426,1.5820553000012296,ok,fill_zero,Fill with zero
127,28,0.0006375751759827817,0.006831392497397309,6.638437753087728,0.025250251008312404,1.6782202000013058,ok,fill_zero,Fill with zero
128,29,0.0006809056161251774,0.009713142671444668,11.857883585699273,0.026094168239765327,1.6004630000006728,ok,fill_zero,Fill with zero
129,30,0.0006712850752266705,0.008520312785141152,9.989176955867055,0.02590916971318592,1.6542970999998943,ok,fill_zero,Fill with zero
130,31,0.0007752899834958241,0.010148063177508458,6.625171814931448,0.02784402958437992,1.5246728000001895,ok,fill_zero,Fill with zero
131,32,0.0006933276955387241,0.00829248913918378,7.584701670293191,0.0263311164886475,2.3231785999996646,ok,fill_zero,Fill with zero
132,33,0.0007192528573571892,0.008946313289895556,7.32460535026984,0.026818889935215237,2.3262701999992714,ok,fill_zero,Fill with zero
133,34,0.0007349116042915162,0.009245379805053647,9.853585960729262,0.02710925311201908,1.7909243000012793,ok,fill_zero,Fill with zero
134,35,0.0006868603657446088,0.009000539116808117,10.148092649396167,0.026208021019233956,1.7953703999992285,ok,fill_zero,Fill with zero
135,36,0.0007347492044452739,0.008399840741132359,7.691304766969588,0.02710625766212064,1.8479774000006728,ok,fill_zero,Fill with zero
136,37,0.0007591719270558825,0.009925315995730075,9.09608066786904,0.027553074729617426,1.764098900001045,ok,fill_zero,Fill with zero
137,38,0.000669725746863538,0.009082865694017376,11.091930277541246,0.025879060007340644,1.8268038000005618,ok,fill_zero,Fill with zero
138,39,0.0006679859818446223,0.008331233238644023,9.37342130050269,0.025845424775859698,1.9804685999988578,ok,fill_zero,Fill with zero
139,40,0.0006742170751107858,0.008036243489591307,10.122427607612945,0.025965690345353537,1.5099652999997488,ok,fill_zero,Fill with zero
140,41,0.0006917888044640834,0.010551598009761335,12.564682050904421,0.026301878344789056,2.1630901000007725,ok,fill_zero,Fill with zero
141,42,0.0006825536001368795,0.009814240316833794,11.846042719813006,0.02612572678676862,1.8986780999985058,ok,fill_zero,Fill with zero
142,43,0.0006324011151537415,0.010344939152021542,12.88230385127386,0.025147586666591715,1.5359091000009357,ok,fill_zero,Fill with zero
143,44,0.0007159365720837825,0.008569955452069606,8.726004768217896,0.026756991088008802,1.7876212000010128,ok,fill_zero,Fill with zero
144,45,0.0006894659749291496,0.008527335124986213,9.476228484321624,0.026257684112068025,1.7590966999996454,ok,fill_zero,Fill with zero
145,46,0.0006789683984170303,0.008608128746819781,10.954176231314012,0.02605702205581118,1.6065484999999171,ok,fill_zero,Fill with zero
146,47,0.0006607892554732681,0.007923382506270149,9.117101222037931,0.025705821431599267,1.7263834000004863,ok,fill_zero,Fill with zero
147,48,0.0006358247698663499,0.008645761467295836,10.952638156480456,0.025215566023120518,1.7262093999997887,ok,fill_zero,Fill with zero
148,49,0.0006785224305145413,0.008598274148176002,9.762790445867303,0.02604846311233239,1.8830010999990918,ok,fill_zero,Fill with zero
149,50,0.0006956828317415102,0.009330705768145877,9.61076649165641,0.02637580011566493,1.8880693999999494,ok,fill_zero,Fill with zero
150,51,0.0006717825647625973,0.008419219802907182,10.387239097784871,0.025918768581138212,1.8237582000001566,ok,fill_zero,Fill with zero
151,52,0.0007033863047808809,0.009455800679638216,10.986136445083877,0.026521431047001987,1.6425906000004034,ok,fill_zero,Fill with zero
152,53,0.0006263183944122564,0.006391331872392866,8.293484559430798,0.02502635399758136,1.5151268999998138,ok,fill_zero,Fill with zero
153,54,0.000648684215518357,0.007656390808007922,10.004604497280607,0.02546927983902091,1.6504211999999825,ok,fill_zero,Fill with zero
154,55,0.0006760611673161982,0.008661094781494842,9.811174778683721,0.02600117626793446,1.9217201999999816,ok,fill_zero,Fill with zero
155,56,0.0007121784686788965,0.008782206351523261,9.413810338688517,0.026686672116974355,2.059626999998727,ok,fill_zero,Fill with zero
156,57,0.0007058367331575317,0.009661406503822897,12.06909029872659,0.026567588019192328,1.8811081999992894,ok,fill_zero,Fill with zero
157,58,0.000652558887679245,0.00784966942473815,9.984363850458662,0.025545232190748335,1.4781325000003562,ok,fill_zero,Fill with zero
158,59,0.0006432787855298703,0.007620929441536157,10.139770350840253,0.02536294118452886,1.6226222000004782,ok,fill_zero,Fill with zero
159,60,0.0006381854365156129,0.007601781934012116,11.250178495744462,0.025262332364918583,1.5150831999999355,ok,fill_zero,Fill with zero
160,61,0.0006935327099673395,0.009896470586486229,11.916545839805828,0.026335009207656253,1.8224246999998286,ok,fill_zero,Fill with zero
161,62,0.0006529813014147892,0.008006348005612143,9.242513216851481,0.025553498809650105,1.6125351000009687,ok,fill_zero,Fill with zero
162,63,0.0007071406186101155,0.010160517140080977,10.01254463583727,0.026592115722712164,1.7168018000011216,ok,fill_zero,Fill with zero
163,64,0.0006809043094728144,0.009241370016183137,9.392784433133675,0.02609414320250455,1.5761225000005652,ok,fill_zero,Fill with zero
164,65,0.0007329022051938981,0.011001687212483693,13.38700453965917,0.02707216661432731,2.0261159999990923,ok,fill_zero,Fill with zero
165,66,0.0006433133432659721,0.00913255653268982,13.486280512335586,0.02536362243974571,1.541556899999705,ok,fill_zero,Fill with zero
166,67,0.0006845110412108391,0.008647806671924581,8.364480728181162,0.026163161911566406,2.1069215000006807,ok,fill_zero,Fill with zero
167,68,0.0007064188258862059,0.010736157738238189,14.04998604874614,0.026578540702721167,2.1280597999993915,ok,fill_zero,Fill with zero
168,69,0.0006812486389242825,0.009413625253504664,10.437058119918252,0.026100740198781384,1.9057899999988877,ok,fill_zero,Fill with zero
169,70,0.0006646081485986941,0.008845169546765154,12.566643590644869,0.02577999512410144,1.8024697000000742,ok,fill_zero,Fill with zero
170,71,0.0007047719172502313,0.010503549305891502,12.95487224682986,0.0265475407006041,2.006076400000893,ok,fill_zero,Fill with zero
171,72,0.0009536208922923019,0.016499920836826797,14.640950248818932,0.030880752780531467,1.6334817000006296,ok,fill_zero,Fill with zero
172,73,0.0006762581743299512,0.008562642839637853,9.2502859865677,0.026004964417009904,1.8879347000001871,ok,fill_zero,Fill with zero
