,round,model_id,MSE,MAE,MAPE (%),RMSE,runtime_sec,status,strategy,strategy_label
2843,74,global_aggregated,0.0011310027672771956,0.022246327194342413,39.02960079968488,0.03363038458414051,1.6459650000033434,ok,predictive_imputer,Predictive (RandomForest)
2849,75,global_aggregated,0.0010544212920092578,0.020143388754917717,36.8956500545009,0.03247185384312478,1.7031152000017755,ok,predictive_imputer,Predictive (RandomForest)
2855,76,global_aggregated,0.0009425966960679024,0.017616647047963466,32.00824608874816,0.03070173767179803,1.939377800001239,ok,predictive_imputer,Predictive (RandomForest)
2861,77,global_aggregated,0.0010732778608005039,0.021822906815950827,37.66038242513615,0.03276091971847713,1.7759043999976711,ok,predictive_imputer,Predictive (RandomForest)
2867,78,global_aggregated,0.0010214730622006918,0.02096548547982592,35.78190428120803,0.03196049220836081,1.9236631999992824,ok,predictive_imputer,Predictive (RandomForest)
2873,79,global_aggregated,0.0010724760425822391,0.023083191096766712,36.84206964806131,0.03274868001282249,1.5170599000011862,ok,predictive_imputer,Predictive (RandomForest)
2879,80,global_aggregated,0.0009864015704611716,0.018946114687747304,34.163446009616315,0.031407030589681216,1.6482991999982914,ok,predictive_imputer,Predictive (RandomForest)
2885,81,global_aggregated,0.0011123434578663293,0.02289756751294671,38.623135293482655,0.033351813411962014,1.6045104000004358,ok,predictive_imputer,Predictive (RandomForest)
2891,82,global_aggregated,0.0010620571859872015,0.020649108602864605,36.94764109791149,0.03258921886126149,1.7951842000002216,ok,predictive_imputer,Predictive (RandomForest)
2897,83,global_aggregated,0.001055598409142362,0.020355919781625154,36.39157557879813,0.032489973978788625,1.7274692999999388,ok,predictive_imputer,Predictive (RandomForest)
2903,84,global_aggregated,0.0010147923911627897,0.019735882380242386,35.560920181152895,0.03185580623940932,1.637717599998723,ok,predictive_imputer,Predictive (RandomForest)
2909,85,global_aggregated,0.0009606883242828023,0.018688300435182034,32.293462591502056,0.030994972564640257,1.8446287999977358,ok,predictive_imputer,Predictive (RandomForest)
2915,86,global_aggregated,0.0011362810374281865,0.0215769733400797,39.12059645866856,0.0337087679606981,1.9197363999992376,ok,predictive_imputer,Predictive (RandomForest)
2921,87,global_aggregated,0.0012159527493855612,0.025208904259762722,41.71447853061543,0.034870514039594555,1.5428683999998611,ok,predictive_imputer,Predictive (RandomForest)
2927,88,global_aggregated,0.000993320917066854,0.01946638721980219,35.11859474086711,0.03151699409948312,1.5158387000010407,ok,predictive_imputer,Predictive (RandomForest)
2933,89,global_aggregated,0.001062444531583559,0.02030175218740795,37.62527759988231,0.03259516116824028,1.8099464000006265,ok,predictive_imputer,Predictive (RandomForest)
2939,90,global_aggregated,0.0011463819473678883,0.021744449229662066,39.274996101935564,0.0338582626159094,1.8208080000003974,ok,predictive_imputer,Predictive (RandomForest)
2945,91,global_aggregated,0.001276954344550173,0.024586342027536325,43.15156152802296,0.035734497961356235,1.7255264000013995,ok,predictive_imputer,Predictive (RandomForest)
2951,92,global_aggregated,0.0010918934165926367,0.022284200496648022,38.111600032291946,0.03304381056404719,1.583185699997557,ok,predictive_imputer,Predictive (RandomForest)
2957,93,global_aggregated,0.0011593654125763326,0.022534460321550463,40.117266818331075,0.03404945539324135,1.5961344999996072,ok,predictive_imputer,Predictive (RandomForest)
2963,94,global_aggregated,0.0011462841001971783,0.021750479367290104,40.47988104888268,0.03385681763245297,1.6112630999996327,ok,predictive_imputer,Predictive (RandomForest)
2969,95,global_aggregated,0.0012539335814387182,0.024224971884244082,42.86013338234231,0.035410924605815054,1.715851200002362,ok,predictive_imputer,Predictive (RandomForest)
2975,96,global_aggregated,0.0011469941068319555,0.022344141509923792,39.9098589166721,0.03386730144006096,1.9903880999991088,ok,predictive_imputer,Predictive (RandomForest)
2981,97,global_aggregated,0.001133006889381245,0.021851724399926553,39.113930668075966,0.03366016769686754,2.0387769999979355,ok,predictive_imputer,Predictive (RandomForest)
2987,98,global_aggregated,0.0010412658725509527,0.02018757597255489,35.151933548788044,0.0322686515452839,1.7825255999996443,ok,predictive_imputer,Predictive (RandomForest)
2993,99,global_aggregated,0.0011551490883987279,0.0222816124265959,40.109262518523835,0.03398748429052565,1.9771798000001581,ok,predictive_imputer,Predictive (RandomForest)
2999,100,global_aggregated,0.0010837678771840802,0.019853004155612135,36.0009838771164,0.03292062996335399,2.0332775999995647,ok,predictive_imputer,Predictive (RandomForest)
2400,1,user_0,0.0009015303363128227,0.006927707131889092,1.3292800439417864,0.030025494772156925,10.500872100001288,ok,predictive_imputer,Predictive (RandomForest)
2406,2,user_0,0.0009509661965342608,0.00911174555629126,1.9852355661908392,0.030837739809108266,10.501261599998543,ok,predictive_imputer,Predictive (RandomForest)
2412,3,user_0,0.0011003354632866987,0.014494368860801743,3.6478017050746914,0.03317130481736735,10.20178500000111,ok,predictive_imputer,Predictive (RandomForest)
2418,4,user_0,0.000914114371588299,0.012062507396287692,3.3120088281988957,0.030234324394441146,10.489824599997519,ok,predictive_imputer,Predictive (RandomForest)
2424,5,user_0,0.001043019185572307,0.00998253219329397,2.171430868639324,0.03229580755411307,10.531172700000752,ok,predictive_imputer,Predictive (RandomForest)
2430,6,user_0,0.0013449412361045826,0.016018116311982734,3.2002760218140516,0.036673440472698805,10.241312799997104,ok,predictive_imputer,Predictive (RandomForest)
2436,7,user_0,0.001099899420858651,0.010294784407224256,2.2046079864495187,0.03316473158128452,10.653721699996822,ok,predictive_imputer,Predictive (RandomForest)
2442,8,user_0,0.0016610937071529321,0.018311868752873592,3.62804045139826,0.04075651735799971,10.520498999998381,ok,predictive_imputer,Predictive (RandomForest)
2448,9,user_0,0.001253383517406453,0.014573960153814312,3.2187008570873816,0.035403156884753276,10.548787899999297,ok,predictive_imputer,Predictive (RandomForest)
2454,10,user_0,0.0015086433970107976,0.020154979340398383,4.580273930805809,0.03884125895244382,10.772075699998823,ok,predictive_imputer,Predictive (RandomForest)
2460,11,user_0,0.001258975155696347,0.012164467771878731,2.5072043010982346,0.03548203990325735,10.494214999998803,ok,predictive_imputer,Predictive (RandomForest)
2466,12,user_0,0.0012034403148103974,0.014503137287994518,2.973972642766655,0.03469063727881627,10.049499100001412,ok,predictive_imputer,Predictive (RandomForest)
2472,13,user_0,0.0013209970919776338,0.01654771245494694,3.928521581110595,0.036345523685560426,10.166212299998733,ok,predictive_imputer,Predictive (RandomForest)
